dataset,model,method,train_n_way,test_n_way,n_shot,train_aug,gpu_id,debug,image_size,recons_decoder,recons_lambda,aug_type,aug_target,vaegan_exp,vaegan_step,zvar_lambda,fake_prob,vaegan_is_train,dropout_p,dropout_block_id,more_to_drop,min_gram,gram_bid,lambda_gram,split,save_iter,target_bn,n_test_candidates,sample_strategy,test_dropout_p,test_dropout_bid,finetune_dropout_p,csv_name,adaptation,frac_ensemble,candidate_metric,ensemble_strategy,num_classes,source_val_acc,train_acc_mean,epoch,val_acc_mean,val_acc_std,novel_acc_mean,novel_acc_std
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.25,-1.0,,record.csv,False,,loss,avg_prob,69,91.89333333,99.98666667,24,75.3,8.65,78.28,8.76
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.25,-1.0,,record.csv,False,0.05,loss,avg_prob,69,91.89333333,99.98666667,24,80.18,8.43,82.52,8.24
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.25,-1.0,,record.csv,False,0.125,loss,avg_prob,69,91.89333333,99.98666667,24,80.48,8.34,82.67,8.22
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.25,-1.0,,record.csv,False,0.25,loss,avg_prob,69,91.89333333,99.98666667,24,80.39,8.28,82.45,8.21
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.25,-1.0,,record.csv,False,0.5,loss,avg_prob,69,91.89333333,99.98666667,24,79.94,8.38,81.97,8.3
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,3.0,,record.csv,False,,loss,avg_prob,69,91.89333333,99.98666667,24,75.2,9.16,77.54,9.13
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,3.0,,record.csv,False,0.05,loss,avg_prob,69,91.89333333,99.98666667,24,78.14,8.28,80.31,8.41
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,3.0,,record.csv,False,0.125,loss,avg_prob,69,91.89333333,99.98666667,24,78.39,8.34,80.36,8.44
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,3.0,,record.csv,False,0.25,loss,avg_prob,69,91.89333333,99.98666667,24,78.4,8.41,80.36,8.42
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,3.0,,record.csv,False,0.5,loss,avg_prob,69,91.89333333,99.98666667,24,78.24,8.37,80.23,8.33
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,0.0,,record.csv,False,,loss,avg_prob,69,91.89333333,99.98666667,24,77.92,8.53,80.8,8.3
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,0.0,,record.csv,False,0.05,loss,avg_prob,69,91.89333333,99.98666667,24,79.91,8.27,82.32,8.23
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,0.0,,record.csv,False,0.125,loss,avg_prob,69,91.89333333,99.98666667,24,79.8,8.19,82.07,8.18
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,0.0,,record.csv,False,0.25,loss,avg_prob,69,91.89333333,99.98666667,24,79.55,8.35,81.71,8.35
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,0.0,,record.csv,False,0.5,loss,avg_prob,69,91.89333333,99.98666667,24,79.01,8.39,81.16,8.31
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,-1.0,,record.csv,False,,loss,avg_prob,69,91.89333333,99.98666667,24,69.54,9.0,73.19,9.07
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,-1.0,,record.csv,False,0.05,loss,avg_prob,69,91.89333333,99.98666667,24,79.54,8.27,82.49,8.04
cross_char_base3lang,Conv4,protonet,5,5,5,False,0,False,,,0,,,,,,,False,0.0,3,,,,,novel,-1,False,200.0,none,0.5,-1.0,,record.csv,False,0.125,loss,avg_prob,69,91.89333333,99.98666667,24,80.55,8.09,82.85,8.02
